timestamp,id,group,action
2016-09-25 9:43:33,894454,control,view
2016-09-25 9:45:12,894454,control,click
2016-09-25 10:08:19,762607,experiment,view
2016-09-25 10:08:24,370483,experiment,view
2016-09-25 10:09:35,370483,experiment,click
2016-09-25 10:37:38,639852,control,view
2016-09-25 10:38:53,639852,control,click
2016-09-25 10:41:44,826660,experiment,view
2016-09-25 10:42:45,826660,experiment,click
2016-09-25 11:21:28,381380,control,view
2016-09-25 11:21:46,381380,control,click
2016-09-25 11:28:09,192086,control,view
2016-09-25 12:21:40,910738,control,view
2016-09-25 12:22:01,910738,control,click
2016-09-25 12:23:19,737242,control,view
2016-09-25 13:10:10,631731,control,view
2016-09-25 13:11:19,208738,experiment,view
2016-09-25 14:32:39,284158,control,view
2016-09-25 14:42:42,246990,experiment,view
2016-09-25 14:43:35,246990,experiment,click
2016-09-25 14:56:10,832871,experiment,view
2016-09-25 14:56:12,832871,experiment,click
2016-09-25 15:39:28,931724,control,view
2016-09-25 16:31:09,461125,control,view
2016-09-25 16:31:42,461125,control,click
2016-09-25 17:14:45,694466,experiment,view
2016-09-25 17:44:28,605472,control,view
2016-09-25 17:56:36,394070,control,view
2016-09-25 18:50:14,368583,control,view
2016-09-25 18:51:29,368583,control,click
2016-09-25 19:22:15,828518,experiment,view
2016-09-25 19:56:41,561305,control,view
2016-09-25 20:04:37,833404,experiment,view
2016-09-25 20:06:24,808288,experiment,view
2016-09-25 20:12:50,714681,experiment,view
2016-09-25 20:51:31,456084,experiment,view
2016-09-25 20:56:06,593665,control,view
2016-09-25 21:04:14,752081,control,view
2016-09-25 22:12:02,692154,experiment,view
2016-09-25 23:14:27,262702,experiment,view
2016-09-25 23:58:05,816232,experiment,view
2016-09-26 0:10:34,489436,control,view
2016-09-26 0:16:56,712525,control,view
2016-09-26 1:01:00,697796,experiment,view
2016-09-26 1:03:42,850998,experiment,view
2016-09-26 1:17:36,839729,experiment,view
2016-09-26 1:18:15,839729,experiment,click
2016-09-26 1:39:42,398690,experiment,view
2016-09-26 2:38:54,808250,experiment,view
2016-09-26 2:51:50,631221,control,view
2016-09-26 3:06:30,659470,control,view
2016-09-26 3:09:28,332165,experiment,view
2016-09-26 3:10:56,332165,experiment,click
2016-09-26 3:16:12,591554,control,view
2016-09-26 3:18:25,855872,control,view
2016-09-26 3:18:41,855872,control,click
2016-09-26 3:49:38,828173,control,view
2016-09-26 3:54:36,810097,control,view
2016-09-26 3:59:19,419098,control,view
2016-09-26 4:04:05,691753,experiment,view
2016-09-26 4:04:56,691753,experiment,click
2016-09-26 5:04:34,830998,control,view
2016-09-26 5:10:53,226057,experiment,view
2016-09-26 5:11:49,226057,experiment,click
2016-09-26 5:25:20,417019,control,view
2016-09-26 5:26:30,417019,control,click
2016-09-26 5:49:41,321902,experiment,view
2016-09-26 6:13:47,857158,experiment,view
2016-09-26 6:27:23,900572,control,view
2016-09-26 6:44:08,852585,experiment,view
2016-09-26 6:44:55,852585,experiment,click
2016-09-26 7:45:20,333604,control,view
2016-09-26 8:05:46,482798,control,view
2016-09-26 8:07:16,482798,control,click
2016-09-26 8:35:18,771770,control,view
2016-09-26 8:35:21,200826,control,view
2016-09-26 9:08:06,805722,experiment,view
2016-09-26 9:23:41,366151,experiment,view
2016-09-26 9:24:28,366151,experiment,click
2016-09-26 9:31:19,769017,control,view
2016-09-26 9:32:21,769017,control,click
2016-09-26 9:49:04,294127,control,view
2016-09-26 10:46:09,308217,experiment,view
2016-09-26 11:09:45,195681,control,view
2016-09-26 11:29:18,734696,control,view
2016-09-26 11:36:55,835449,experiment,view
2016-09-26 11:37:49,835449,experiment,click
2016-09-26 12:35:52,217944,control,view
2016-09-26 13:36:33,889323,experiment,view
2016-09-26 13:41:30,365028,control,view
2016-09-26 13:42:10,365028,control,click
2016-09-26 13:55:58,324997,control,view
2016-09-26 14:55:25,924123,control,view
2016-09-26 15:18:24,371923,experiment,view
2016-09-26 15:47:48,662354,control,view
2016-09-26 15:48:31,570451,control,view
2016-09-26 15:57:44,358562,experiment,view
2016-09-26 16:13:41,480891,control,view
2016-09-26 16:14:42,480891,control,click
2016-09-26 17:09:20,234444,control,view
2016-09-26 17:10:15,234444,control,click
2016-09-26 17:24:25,792966,control,view
2016-09-26 17:25:56,792966,control,click
2016-09-26 17:47:10,426624,control,view
2016-09-26 18:02:32,550685,control,view
2016-09-26 18:02:56,550685,control,click
2016-09-26 19:10:21,184992,control,view
2016-09-26 19:11:30,184992,control,click
2016-09-26 20:16:29,408715,experiment,view
2016-09-26 20:17:10,802067,control,view
2016-09-26 20:17:31,408715,experiment,click
2016-09-26 20:20:32,713232,control,view
2016-09-26 20:25:02,703473,control,view
2016-09-26 20:39:28,766674,control,view
2016-09-26 20:40:46,766674,control,click
2016-09-26 21:22:34,208263,control,view
2016-09-26 22:12:41,535852,experiment,view
2016-09-26 22:27:52,730970,control,view
2016-09-26 22:38:41,436761,experiment,view
2016-09-26 22:41:19,489523,experiment,view
2016-09-26 22:42:07,489523,experiment,click
2016-09-26 23:03:25,707411,control,view
2016-09-26 23:03:36,707411,control,click
2016-09-27 0:07:08,393493,control,view
2016-09-27 0:15:10,555874,control,view
2016-09-27 1:18:09,413838,control,view
2016-09-27 1:28:16,787142,control,view
2016-09-27 1:40:08,504397,experiment,view
2016-09-27 2:05:17,859036,control,view
2016-09-27 2:33:29,489857,control,view
2016-09-27 2:37:04,676676,experiment,view
2016-09-27 2:43:15,304461,control,view
2016-09-27 2:44:03,304461,control,click
2016-09-27 3:16:54,468496,experiment,view
2016-09-27 3:57:46,604499,control,view
2016-09-27 4:08:57,632767,control,view
2016-09-27 4:09:33,632767,control,click
2016-09-27 4:15:48,726650,control,view
2016-09-27 4:16:41,726650,control,click
2016-09-27 5:19:06,867214,control,view
2016-09-27 6:06:11,823179,control,view
2016-09-27 6:16:57,323891,control,view
2016-09-27 6:21:49,349239,experiment,view
2016-09-27 6:22:47,349239,experiment,click
2016-09-27 6:54:30,913215,control,view
2016-09-27 6:54:39,225854,control,view
2016-09-27 6:55:23,225854,control,click
2016-09-27 7:26:03,828266,experiment,view
2016-09-27 7:26:42,828266,experiment,click
2016-09-27 8:12:11,873677,control,view
2016-09-27 8:18:02,774573,control,view
2016-09-27 8:19:02,774573,control,click
2016-09-27 9:02:35,825953,experiment,view
2016-09-27 9:03:33,825953,experiment,click
2016-09-27 9:33:40,449882,control,view
2016-09-27 9:34:52,449882,control,click
2016-09-27 9:39:48,933055,experiment,view
2016-09-27 9:55:24,413739,control,view
2016-09-27 10:47:56,712268,control,view
2016-09-27 10:51:28,667178,experiment,view
2016-09-27 11:02:42,457832,control,view
2016-09-27 11:03:46,457832,control,click
2016-09-27 11:17:44,404638,experiment,view
2016-09-27 12:13:38,931812,control,view
2016-09-27 12:14:27,931812,control,click
2016-09-27 12:16:39,557715,control,view
2016-09-27 12:18:17,557715,control,click
2016-09-27 12:29:50,786605,experiment,view
2016-09-27 12:30:10,786605,experiment,click
2016-09-27 13:06:27,435555,experiment,view
2016-09-27 13:18:07,435421,control,view
2016-09-27 14:17:18,335252,control,view
2016-09-27 14:19:58,784186,experiment,view
2016-09-27 14:54:46,420863,experiment,view
2016-09-27 14:55:26,420863,experiment,click
2016-09-27 15:43:52,755354,experiment,view
2016-09-27 15:44:59,755354,experiment,click
2016-09-27 15:59:48,528671,control,view
2016-09-27 16:32:59,687687,experiment,view
2016-09-27 17:47:20,253938,control,view
2016-09-27 18:22:12,636192,control,view
2016-09-27 18:40:07,802031,experiment,view
2016-09-27 20:59:05,271548,experiment,view
2016-09-27 21:17:04,619230,experiment,view
2016-09-27 21:17:13,619230,experiment,click
2016-09-27 22:16:43,424146,control,view
2016-09-27 22:17:12,424146,control,click
2016-09-27 22:31:02,887415,experiment,view
2016-09-27 22:46:36,751437,experiment,view
2016-09-27 22:51:17,919453,control,view
2016-09-27 23:14:25,838042,experiment,view
2016-09-27 23:14:57,838042,experiment,click
2016-09-27 23:36:57,536050,experiment,view
2016-09-27 23:50:43,854122,experiment,view
2016-09-28 0:42:27,580650,experiment,view
2016-09-28 0:44:31,443177,control,view
2016-09-28 0:45:08,443177,control,click
2016-09-28 1:18:53,483361,experiment,view
2016-09-28 1:40:25,782149,control,view
2016-09-28 1:50:04,673124,control,view
2016-09-28 1:50:35,673124,control,click
2016-09-28 2:00:01,378232,experiment,view
2016-09-28 2:01:07,378232,experiment,click
2016-09-28 2:24:41,883682,control,view
2016-09-28 2:25:16,883682,control,click
2016-09-28 2:52:07,559812,control,view
2016-09-28 2:52:27,559812,control,click
2016-09-28 2:57:41,295393,control,view
2016-09-28 3:34:23,602789,experiment,view
2016-09-28 3:43:23,931905,control,view
2016-09-28 3:44:38,931905,control,click
2016-09-28 3:53:10,357843,experiment,view
2016-09-28 4:08:20,849987,control,view
2016-09-28 4:31:52,638030,experiment,view
2016-09-28 4:32:29,638030,experiment,click
2016-09-28 4:41:55,450877,control,view
2016-09-28 4:43:04,450877,control,click
2016-09-28 5:49:47,539338,experiment,view
2016-09-28 5:50:24,539338,experiment,click
2016-09-28 6:07:12,237418,experiment,view
2016-09-28 7:02:40,423971,experiment,view
2016-09-28 7:18:32,619878,control,view
2016-09-28 8:45:46,493984,experiment,view
2016-09-28 9:17:25,251716,experiment,view
2016-09-28 9:17:29,251716,experiment,click
2016-09-28 9:44:25,359196,experiment,view
2016-09-28 10:38:35,546596,control,view
2016-09-28 10:57:48,400503,control,view
2016-09-28 11:41:59,407297,control,view
2016-09-28 12:39:31,618384,experiment,view
2016-09-28 12:48:38,232631,experiment,view
2016-09-28 12:51:25,457163,experiment,view
2016-09-28 12:54:35,729953,control,view
2016-09-28 13:17:45,779309,experiment,view
2016-09-28 14:33:04,815910,experiment,view
2016-09-28 14:51:51,541336,experiment,view
2016-09-28 15:33:57,649807,experiment,view
2016-09-28 15:34:42,649807,experiment,click
2016-09-28 16:03:35,884709,experiment,view
2016-09-28 16:04:17,884709,experiment,click
2016-09-28 16:46:43,363131,control,view
2016-09-28 16:47:59,420185,experiment,view
2016-09-28 16:48:13,363131,control,click
2016-09-28 17:02:39,725841,control,view
2016-09-28 17:45:04,883875,control,view
2016-09-28 17:46:11,883875,control,click
2016-09-28 17:48:52,291408,control,view
2016-09-28 17:55:52,634811,control,view
2016-09-28 17:56:25,634811,control,click
2016-09-28 18:53:46,489374,control,view
2016-09-28 18:54:34,489374,control,click
2016-09-28 19:27:33,615186,experiment,view
2016-09-28 19:28:10,615186,experiment,click
2016-09-28 19:38:33,526194,control,view
2016-09-28 19:39:06,497376,control,view
2016-09-28 19:41:38,898133,experiment,view
2016-09-28 20:56:44,228046,experiment,view
2016-09-28 21:38:05,726961,control,view
2016-09-28 21:39:02,726961,control,click
2016-09-28 21:50:49,818850,experiment,view
2016-09-28 22:59:50,676142,control,view
2016-09-28 23:11:57,557859,experiment,view
2016-09-28 23:22:14,559646,experiment,view
2016-09-28 23:22:28,559646,experiment,click
2016-09-28 23:40:10,865309,experiment,view
2016-09-28 23:53:15,230350,control,view
2016-09-28 23:54:25,230350,control,click
2016-09-29 1:41:15,246777,control,view
2016-09-29 1:48:55,378864,control,view
2016-09-29 1:49:04,378864,control,click
2016-09-29 2:29:55,261489,control,view
2016-09-29 2:30:00,261489,control,click
2016-09-29 2:30:39,428396,experiment,view
2016-09-29 2:58:32,700205,experiment,view
2016-09-29 2:59:14,700205,experiment,click
2016-09-29 3:15:29,540729,control,view
2016-09-29 3:16:07,540729,control,click
2016-09-29 4:28:22,388377,control,view
2016-09-29 4:29:43,388377,control,click
2016-09-29 5:22:38,926290,experiment,view
2016-09-29 5:27:15,737955,experiment,view
2016-09-29 5:38:50,352484,control,view
2016-09-29 5:46:14,550280,control,view
2016-09-29 5:46:53,550280,control,click
2016-09-29 6:40:34,789963,experiment,view
2016-09-29 7:30:39,611910,control,view
2016-09-29 8:02:51,811916,control,view
2016-09-29 8:07:37,619415,experiment,view
2016-09-29 8:08:38,619415,experiment,click
2016-09-29 8:24:04,854703,experiment,view
2016-09-29 8:39:24,433949,control,view
2016-09-29 9:44:31,238749,control,view
2016-09-29 9:50:44,645349,experiment,view
2016-09-29 9:51:43,645349,experiment,click
2016-09-29 10:30:46,764290,experiment,view
2016-09-29 10:42:58,427317,experiment,view
2016-09-29 10:53:43,887912,control,view
2016-09-29 10:54:43,887912,control,click
2016-09-29 11:38:42,776364,control,view
2016-09-29 11:39:47,776364,control,click
2016-09-29 13:35:45,718416,control,view
2016-09-29 13:41:18,793781,experiment,view
2016-09-29 13:45:37,919949,experiment,view
2016-09-29 13:54:44,460803,experiment,view
2016-09-29 14:06:22,537260,control,view
2016-09-29 14:13:22,701353,control,view
2016-09-29 17:05:18,814447,control,view
2016-09-29 17:50:57,192842,experiment,view
2016-09-29 17:55:32,432416,experiment,view
2016-09-29 17:56:51,432416,experiment,click
2016-09-29 18:31:49,237346,control,view
2016-09-29 18:33:21,237346,control,click
2016-09-29 20:48:29,744924,control,view
2016-09-29 20:54:03,236182,control,view
2016-09-29 21:19:59,935669,control,view
2016-09-29 22:18:41,828426,control,view
2016-09-29 22:20:07,828426,control,click
2016-09-29 22:30:59,819705,control,view
2016-09-29 22:47:14,506078,control,view
2016-09-29 23:04:43,183089,control,view
2016-09-29 23:43:13,404428,control,view
2016-09-29 23:44:31,404428,control,click
2016-09-30 1:09:29,526403,control,view
2016-09-30 1:31:42,749126,control,view
2016-09-30 1:41:33,223844,experiment,view
2016-09-30 2:21:01,380039,control,view
2016-09-30 2:40:31,696656,experiment,view
2016-09-30 2:42:11,696656,experiment,click
2016-09-30 2:51:11,844240,experiment,view
2016-09-30 2:54:55,198104,experiment,view
2016-09-30 4:28:31,692042,control,view
2016-09-30 4:40:31,595360,control,view
2016-09-30 4:53:39,297965,experiment,view
2016-09-30 4:55:01,297965,experiment,click
2016-09-30 5:03:19,352908,experiment,view
2016-09-30 5:05:16,430193,experiment,view
2016-09-30 5:06:25,430193,experiment,click
2016-09-30 5:29:53,309476,control,view
2016-09-30 5:43:48,399915,experiment,view
2016-09-30 5:45:06,399915,experiment,click
2016-09-30 6:14:05,918596,experiment,view
2016-09-30 6:14:51,918596,experiment,click
2016-09-30 6:23:52,418396,experiment,view
2016-09-30 6:33:24,826501,experiment,view
2016-09-30 6:33:46,826501,experiment,click
2016-09-30 7:04:51,904681,control,view
2016-09-30 7:07:09,217938,experiment,view
2016-09-30 7:18:49,377975,control,view
2016-09-30 7:22:32,622750,control,view
2016-09-30 7:36:03,304119,control,view
2016-09-30 8:15:43,503937,experiment,view
2016-09-30 8:46:55,554579,control,view
2016-09-30 9:02:43,934486,control,view
2016-09-30 9:03:19,934486,control,click
2016-09-30 9:11:36,759450,control,view
2016-09-30 10:45:40,737683,experiment,view
2016-09-30 10:45:59,737683,experiment,click
2016-09-30 10:59:09,527952,experiment,view
2016-09-30 11:07:39,200061,control,view
2016-09-30 11:08:21,200061,control,click
2016-09-30 11:21:33,788377,experiment,view
2016-09-30 11:36:37,505687,control,view
2016-09-30 11:39:24,231776,control,view
2016-09-30 12:27:57,434858,control,view
2016-09-30 12:46:14,809818,experiment,view
2016-09-30 12:51:25,287233,control,view
2016-09-30 13:02:47,395723,experiment,view
2016-09-30 13:04:09,395723,experiment,click
2016-09-30 13:14:53,677294,control,view
2016-09-30 13:16:24,677294,control,click
2016-09-30 13:59:40,759783,control,view
2016-09-30 14:00:21,759783,control,click
2016-09-30 14:50:05,581893,control,view
2016-09-30 14:51:25,581893,control,click
2016-09-30 14:56:59,900876,experiment,view
2016-09-30 15:22:07,919155,experiment,view
2016-09-30 16:27:57,426465,control,view
2016-09-30 16:28:10,426465,control,click
2016-09-30 16:36:10,370113,experiment,view
2016-09-30 17:08:52,578003,experiment,view
2016-09-30 17:09:30,578003,experiment,click
2016-09-30 17:51:12,621925,control,view
2016-09-30 17:51:40,621925,control,click
2016-09-30 18:45:04,741646,control,view
2016-09-30 18:49:37,610236,experiment,view
2016-09-30 18:50:23,528337,control,view
2016-09-30 19:32:33,593934,control,view
2016-09-30 20:01:50,374130,experiment,view
2016-09-30 21:02:06,252675,experiment,view
2016-09-30 21:17:47,680053,control,view
2016-09-30 22:14:26,225328,experiment,view
2016-09-30 22:45:08,329343,control,view
2016-09-30 22:46:20,329343,control,click
2016-09-30 22:54:52,732609,experiment,view
2016-10-01 0:18:52,419220,experiment,view
2016-10-01 0:19:29,419220,experiment,click
2016-10-01 0:30:52,857354,experiment,view
2016-10-01 1:07:42,564317,control,view
2016-10-01 1:17:37,398733,experiment,view
2016-10-01 1:22:55,367861,control,view
2016-10-01 1:34:22,874593,experiment,view
2016-10-01 2:16:35,798527,control,view
2016-10-01 2:46:10,243913,control,view
2016-10-01 2:47:05,586146,control,view
2016-10-01 2:47:28,243913,control,click
2016-10-01 3:18:47,667813,experiment,view
2016-10-01 3:21:53,352461,control,view
2016-10-01 3:22:20,352461,control,click
2016-10-01 4:05:54,405944,control,view
2016-10-01 4:17:37,445193,control,view
2016-10-01 4:33:51,863877,experiment,view
2016-10-01 4:40:47,584788,control,view
2016-10-01 4:49:14,442125,experiment,view
2016-10-01 5:06:15,687985,experiment,view
2016-10-01 5:06:35,687985,experiment,click
2016-10-01 5:08:08,606456,control,view
2016-10-01 6:27:58,814255,experiment,view
2016-10-01 7:51:25,663691,experiment,view
2016-10-01 8:10:22,886958,experiment,view
2016-10-01 8:25:20,589033,experiment,view
2016-10-01 8:32:22,464749,control,view
2016-10-01 8:32:39,681253,control,view
2016-10-01 8:35:58,374164,control,view
2016-10-01 8:37:58,429976,control,view
2016-10-01 8:38:32,494246,control,view
2016-10-01 8:52:12,655266,experiment,view
2016-10-01 8:52:16,655266,experiment,click
2016-10-01 9:09:06,387894,control,view
2016-10-01 10:17:29,206558,experiment,view
2016-10-01 10:19:03,206558,experiment,click
2016-10-01 10:42:45,866836,control,view
2016-10-01 10:50:18,742492,control,view
2016-10-01 10:50:37,742492,control,click
2016-10-01 11:17:16,497922,control,view
2016-10-01 11:24:03,592295,control,view
2016-10-01 12:13:54,545343,experiment,view
2016-10-01 12:17:32,873277,control,view
2016-10-01 12:18:11,873277,control,click
2016-10-01 12:18:35,279949,experiment,view
2016-10-01 12:19:01,279949,experiment,click
2016-10-01 12:20:17,697778,control,view
2016-10-01 12:25:17,369465,experiment,view
2016-10-01 13:00:25,913653,control,view
2016-10-01 13:10:47,402090,control,view
2016-10-01 13:11:55,402090,control,click
2016-10-01 13:34:55,817559,control,view
2016-10-01 13:35:01,817559,control,click
2016-10-01 14:38:34,686900,experiment,view
2016-10-01 15:05:38,559647,experiment,view
2016-10-01 15:06:24,559647,experiment,click
2016-10-01 15:20:50,629050,experiment,view
2016-10-01 15:22:08,405461,control,view
2016-10-01 15:22:56,405461,control,click
2016-10-01 15:38:31,933564,experiment,view
2016-10-01 16:48:03,231140,experiment,view
2016-10-01 16:58:02,456488,experiment,view
2016-10-01 17:10:37,417883,experiment,view
2016-10-01 17:38:34,795866,experiment,view
2016-10-01 17:47:23,881584,experiment,view
2016-10-01 17:52:18,814054,control,view
2016-10-01 18:00:16,860652,control,view
2016-10-01 18:10:10,934795,control,view
2016-10-01 18:11:18,934795,control,click
2016-10-01 19:03:44,451770,control,view
2016-10-01 19:25:59,213229,experiment,view
2016-10-01 19:30:38,476376,control,view
2016-10-01 19:31:08,476376,control,click
2016-10-01 19:47:21,691152,control,view
2016-10-01 19:48:41,691152,control,click
2016-10-01 20:41:05,586560,experiment,view
2016-10-01 20:49:14,914166,control,view
2016-10-01 20:51:43,424505,experiment,view
2016-10-01 20:52:42,424505,experiment,click
2016-10-01 21:27:17,584067,control,view
2016-10-01 21:43:30,231738,control,view
2016-10-01 21:46:39,672277,control,view
2016-10-01 22:19:22,574460,control,view
2016-10-02 0:34:52,675914,control,view
2016-10-02 1:43:05,746681,control,view
2016-10-02 2:20:44,388253,experiment,view
2016-10-02 2:27:43,658065,control,view
2016-10-02 2:55:02,465282,experiment,view
2016-10-02 5:10:29,384362,control,view
2016-10-02 6:02:44,423385,control,view
2016-10-02 6:06:07,766624,experiment,view
2016-10-02 6:06:37,483457,control,view
2016-10-02 6:07:30,766624,experiment,click
2016-10-02 6:24:14,773614,control,view
2016-10-02 6:44:33,783023,experiment,view
2016-10-02 7:22:54,224553,control,view
2016-10-02 7:37:49,189438,experiment,view
2016-10-02 7:40:08,876039,experiment,view
2016-10-02 8:55:59,440182,control,view
2016-10-02 9:16:03,275851,control,view
2016-10-02 9:32:11,378476,experiment,view
2016-10-02 9:33:13,378476,experiment,click
2016-10-02 9:58:05,674584,control,view
2016-10-02 10:24:31,495430,control,view
2016-10-02 10:27:03,651428,experiment,view
2016-10-02 10:29:10,666424,experiment,view
2016-10-02 10:30:10,860419,control,view
2016-10-02 11:04:05,554810,experiment,view
2016-10-02 11:34:29,541367,control,view
2016-10-02 12:02:25,708992,control,view
2016-10-02 12:02:43,708992,control,click
2016-10-02 12:41:09,569198,control,view
2016-10-02 12:42:18,825944,experiment,view
2016-10-02 12:43:42,825944,experiment,click
2016-10-02 12:48:00,715790,experiment,view
2016-10-02 13:13:25,717081,control,view
2016-10-02 13:15:03,717081,control,click
2016-10-02 13:24:11,221640,control,view
2016-10-02 14:37:56,776249,experiment,view
2016-10-02 15:06:57,396642,experiment,view
2016-10-02 15:30:26,335999,experiment,view
2016-10-02 15:30:40,335999,experiment,click
2016-10-02 15:45:39,543261,control,view
2016-10-02 15:50:57,275117,experiment,view
2016-10-02 16:16:23,652353,control,view
2016-10-02 17:01:13,677078,control,view
2016-10-02 17:52:59,292135,experiment,view
2016-10-02 17:53:50,311308,experiment,view
2016-10-02 17:54:13,292135,experiment,click
2016-10-02 17:55:25,311308,experiment,click
2016-10-02 17:56:03,596103,control,view
2016-10-02 18:05:44,732632,control,view
2016-10-02 18:48:16,696456,control,view
2016-10-02 18:48:53,696456,control,click
2016-10-02 19:06:47,661557,control,view
2016-10-02 19:08:00,661557,control,click
2016-10-02 19:15:23,903223,control,view
2016-10-02 19:16:06,903223,control,click
2016-10-02 19:30:02,652877,control,view
2016-10-02 21:23:20,929352,control,view
2016-10-02 22:21:40,883141,experiment,view
2016-10-02 22:23:14,883141,experiment,click
2016-10-02 22:23:53,937003,control,view
2016-10-02 22:24:45,590326,control,view
2016-10-02 22:47:28,808870,experiment,view
2016-10-02 23:06:37,873691,control,view
2016-10-02 23:07:50,873691,control,click
2016-10-02 23:28:32,838075,control,view
2016-10-03 0:12:12,740477,control,view
2016-10-03 0:13:37,740477,control,click
2016-10-03 0:55:55,768170,experiment,view
2016-10-03 0:57:10,768170,experiment,click
2016-10-03 1:00:33,260873,control,view
2016-10-03 1:01:33,260873,control,click
2016-10-03 1:11:48,729334,control,view
2016-10-03 1:30:54,844519,control,view
2016-10-03 1:31:13,844519,control,click
2016-10-03 1:40:36,232843,experiment,view
2016-10-03 1:44:22,786608,control,view
2016-10-03 1:46:15,373646,experiment,view
2016-10-03 3:22:45,777086,experiment,view
2016-10-03 3:25:25,268733,experiment,view
2016-10-03 3:50:37,789500,control,view
2016-10-03 3:51:46,789500,control,click
2016-10-03 4:01:52,189694,control,view
2016-10-03 4:02:43,189694,control,click
2016-10-03 4:04:03,280863,control,view
2016-10-03 4:04:35,280863,control,click
2016-10-03 4:41:35,263533,control,view
2016-10-03 4:42:05,263533,control,click
2016-10-03 4:59:31,565462,experiment,view
2016-10-03 5:00:32,565462,experiment,click
2016-10-03 6:25:24,417946,control,view
2016-10-03 6:26:57,834279,control,view
2016-10-03 6:39:29,675162,control,view
2016-10-03 7:55:42,875078,experiment,view
2016-10-03 8:27:07,344504,experiment,view
2016-10-03 9:23:55,253531,control,view
2016-10-03 9:26:11,346709,control,view
2016-10-03 9:40:01,682049,control,view
2016-10-03 11:39:01,545738,control,view
2016-10-03 12:26:25,746295,control,view
2016-10-03 12:46:28,868981,control,view
2016-10-03 12:54:52,826048,control,view
2016-10-03 13:04:37,290179,experiment,view
2016-10-03 13:11:16,799283,control,view
2016-10-03 13:29:02,409783,control,view
2016-10-03 13:29:43,352736,control,view
2016-10-03 13:29:49,409783,control,click
2016-10-03 14:13:25,651919,control,view
2016-10-03 14:24:04,897647,experiment,view
2016-10-03 14:24:08,897647,experiment,click
2016-10-03 14:40:34,267391,control,view
2016-10-03 14:41:17,267391,control,click
2016-10-03 15:35:05,875762,control,view
2016-10-03 17:21:51,230136,experiment,view
2016-10-03 17:28:27,261705,experiment,view
2016-10-03 17:28:56,261705,experiment,click
2016-10-03 18:05:02,506558,control,view
2016-10-03 18:05:47,506558,control,click
2016-10-03 18:55:47,183524,control,view
2016-10-03 19:22:04,542831,control,view
2016-10-03 19:30:27,676381,experiment,view
2016-10-03 19:31:31,676381,experiment,click
2016-10-03 19:41:10,652629,experiment,view
2016-10-03 19:46:25,832343,experiment,view
2016-10-03 19:46:45,832343,experiment,click
2016-10-03 20:20:15,831394,experiment,view
2016-10-03 20:20:35,831394,experiment,click
2016-10-03 22:43:28,529350,control,view
2016-10-03 23:15:37,251572,control,view
2016-10-03 23:16:30,251572,control,click
2016-10-03 23:28:16,564976,experiment,view
2016-10-03 23:32:12,355306,experiment,view
2016-10-04 0:05:53,246836,experiment,view
2016-10-04 0:06:31,246836,experiment,click
2016-10-04 0:45:42,661251,control,view
